percent,パーセント
overthrow,オーバースロー
older,オールダー
cauda,カウダ
castaneus,カスタネウス
catastatic,カタスタティック
kapalua,カパルア
appuccini,カプチン
caritas,カリタス
culturalism,カルチュラリズム
carnet,カルネ
almic,カルミア
currants,カレンツ
cantina,カンティーナ
conversation,カンバセーション
qanun,カーヌーン
curvy,カービー
carmine,カーミン
gauss,ガウス
goddamnit,ガッデム
gadogado,ガドガド
governability,ガバナビリティー
algenhumor,ガルゲンフモール
gauntlet,ガントレット
garnish,ガーニッシュ
garment,ガーメント
kithara,キタラ
kippa,キッパー
quinidine,キニジン
inasthese,キネステーゼ
cabagin,キャベジン
caravansary,キャラバンサライ
calibration,キャリブレーション
cupra,キュプラ
cyrtorchis,キルトルキス
kindle,キンドル
keypuncher,キーパンチャー
galactica,ギャラクティカ
quill,クイル
uon,クオン
quarterly,クオータリー
quarteback,クオーターバック
crowning,クラウニング
clustering,クラスタリング
classroom,クラスルーム
clavichord,クラビコード
cryostat,クリオスタット
cleanup,クリーンナップ
cruel,クルーエル
cruller,クルーラー
laymore,クレイモア
leome,クレオメ
lezmatic,クレズマティック
cleanse,クレンズ
clochette,クロシェット
lonidine,クロニジン
chronometer,クロノメーター
chronological,クロノロジカル
chromatic,クロマチック
chromatron,クロマトロン
clomipramine,クロミプラミン
hlordiazepoxide,クロルジアゼポキシド
hlorpyrifos,クロルピリホス
chlorpheniramine,クロルフェニラミン
chlormadinone,クロルマジノン
guanaco,グアナコ
gusto,グスト
razie,グラチエ
glut,グラット
granite,グラニテ
granola,グラノーラ
grumpy,グランピー
goulash,グラーシュ
glyceraldehyde,グリセルアルデヒド
glissando,グリッサンド
gourmand,グルマン
gray,グレイ
glossary,グロッサリー
loriosa,グロリオーサ
grove,グローブ
grommes,グロームス
grown,グローン
ajan,ケイジャン
cuesta,ケスタ
ketamine,ケタミン
ketosteroid,ケトステロイド
ketose,ケトース
epi,ケピ
ells,ケルズ
cater,ケーター
gainer,ゲイナー
germanistik,ゲルマニスティク
etup,ゲロッパ
gentamicin,ゲンタマイシン
costus,コストゥス
cochineal,コチニール
comedical,コメディカル
collagenase,コラゲナーゼ
cholanic,コラン
colchicum,コルチカム
korma,コルマ
colombo,コロンボ
concurrent,コンカレント
conquer,コンカー
conquest,コンクエスト
consummatory,コンサマトリー
consultative,コンサルタティブ
concentration,コンセントレーション
contagium,コンタギウム
contrapposto,コントラポスト
combinatorial,コンビナトリアル
conformation,コンフォメーション
confort,コンフォール
comfrey,コンフリー
competitor,コンペティター
coated,コーテッド
corpus,コーパス
cooperative,コーポラティブ
cornmeal,コーンミール
orgosaurus,ゴルゴサウルス
goaltending,ゴールテンディング
saan,サアン
psychological,サイコロジカル
silage,サイレージ
sign,サイン
sastrugi,サスツルギ
suspects,サスペクツ
sacco,サッコ
sonny,サニー
surfinia,サフィニア
samarium,サマリウム
salica,サリカ
salute,サルーテ
surrender,サレンダー
thanksgiving,サンクスギビング
syndicalism,サンディカリズム
sunfish,サンフィッシュ
searcher,サーチャー
servant,サーバント
saama,サーマ
auerbraten,ザワーブラーテン
sandman,ザントマン
cichlid,シクリッド
shekel,シケル
citrulline,シトルリン
sinology,シノロジー
ciboulette,シブレット
haheen,シャヒーン
champignon,シャンピニオン
sharpener,シャープナー
tadtfriedhof,シュタットフリートホフ
trasse,シュトラッセ
superieur,シュペリエル
superieur,シュペリュール
shrew,シュルー
schoffeleers,ショフレールス
chausses,ショース
shortcake,ショートケーキ
sileighty,シルエイティー
synchrotron,シンクロトロン
synthroid,シンスロイド
scintigram,シンチグラム
simply,シンプリー
symmetrical,シンメトリカル
sheepdog,シープドッグ
serow,シーロー
seen,シーン
esuit,ジェスイット
genetic,ジェネティック
diethylamide,ジエチルアミド
iketopiperazine,ジケトピペラジン
gitan,ジタン
zippy,ジッピー
dihydrocodeine,ジヒドロコデイン
diphenhydramine,ジフェンヒドラミン
jeepney,ジプニー
dibenzo,ジベンゾ
acaranda,ジャカランダ
jacker,ジャッカー
juniorette,ジュニオレット
juvenile,ジュブナイル
jodhpur,ジョッパー
giorgina,ジョルジーナ
giglio,ジリオ
gilet,ジレー
svedana,スウェダナ
wedish,スウェディッシュ
swell,スウェル
skit,スキット
skiwear,スキーウエア
scrabble,スクラブル
squad,スクワッド
sketcher,スケッチャー
standup,スタンダップ
starry,スターリー
steamer,スチーマー
streptomycin,ストマイ
structuring,ストラクチャリング
tracciatella,ストラチャテッラ
stravagant,ストラバガント
storico,ストリコ
strangeness,ストレンジネス
stranger,ストレンジャー
snem,スニエム
spirometer,スパイロメーター
spasibo,スパシーボ
sputtering,スパッタリング
sparking,スパーキング
spinor,スピノール
spirituality,スピリチュアリティー
spectrumanalyzer,スペアナ
sporothrix,スポロトリックス
spoken,スポークン
slat,スラット
sleeveless,スリーブレス
sulfonyl,スルホニル
threshold,スレッショルド
swallowtail,スワローテール
swamp,スワンプ
zuppa,ズッパ
zoomer,ズーマー
zooming,ズーミング
zurkhaneh,ズールハーネ
sacred,セイクリッド
sextet,セクステット
sesamin,セサミン
settlement,セツル
septin,セプチン
emitism,セミティズム
serrano,セラーノ
cerium,セリウム
selfmedication,セルフメディケーション
centric,セントリック
send,センド
ceja,セーハ
ephyranthes,ゼフィランサス
soca,ソカ
sostenuto,ソステヌート
sobriety,ソブラエティー
soprani,ソプラーニ
solamente,ソラメンテ
solifluction,ソリフラクション
sorbitol,ソルビトール
solvency,ソルベンシー
solea,ソレア
olaism,ゾライズム
tiepin,タイピン
thyme,タイム
aoist,タオイスト
axotere,タキソテール
tacrolimus,タクロリムス
tuck,タック
tehina,タヒーナ
tablao,タブラオ
tuple,タプル
tamarind,タマリンド
taramosalata,タラモサラタ
tariff,タリフ
tanning,タンニング
ageszeitung,ターゲスツァイトゥング
haler,ターレル
ianthus,ダイアンサス
daiquiri,ダイキリ
divertor,ダイバーター
dahabeah,ダハビヤ
davit,ダビット
damson,ダムゾン
dargent,ダルジャン
danapati,ダンオツ
hionodoxa,チオノドクサ
thixotropy,チキソトロピー
tickler,チクラー
chicle,チクル
titallium,チタリウム
check,チッキ
chipper,チッパー
ibetan,チベタン
csardas,チャルダッシュ
chartered,チャータード
inzano,チンザノ
chinspoiler,チンスポ
eit,ツァイト
eitgeist,ツァイトガイスト
cimbalom,ツィンバロム
unft,ツンフト
teardrop,ティアドロップ
typical,ティピカル
tint,ティント
tipo,ティーポ
theobroma,テオブロマ
theoria,テオリア
techniques,テクニクス
tete,テット
tetrahydrocannabinol,テトラヒドロカンナビノール
tephra,テフラ
terazzo,テラゾ
terrarium,テラリウム
temporary,テンポラリー
taker,テーカー
deer,ディアー
disease,ディジーズ
disinflation,ディスインフレ
dispersion,ディスパージョン
displacement,ディスプレースメント
dispensary,ディスペンサリー
disposable,ディスポ
determination,ディターミネーション
dipper,ディッパー
divertissement,ディベルティスマン
delayed,ディレード
dame,デイム
decoupling,デカップリング
ixieland,デキシーランド
decorater,デコレーター
desiccator,デシケーター
despachante,デスパシャンチ
despun,デスパン
despot,デスポット
delle,デッレ
detonation,デトネーション
imorphotheca,デモルフォセカ
deliver,デリバー
derringer,デリンジャー
elrin,デルリン
tour,トゥール
travertine,トラバーチン
transducer,トランスデューサ
transposon,トランスポゾン
trichophyton,トリコフィトン
troy,トロイ
trochoid,トロコイド
trotter,トロッター
troppo,トロッポ
thomaskantor,トーマスカントル
ucale,ドゥカーレ
ogmatyl,ドグマチール
dobutamine,ドブタミン
dryad,ドライアード
dram,ドラム
dolmen,ドルメン
dressmaker,ドレスメーカー
dopant,ドーパント
dormer,ドーマー
dormie,ドーミー
naira,ナイラ
naphthoquinone,ナフトキノン
nearly,ニアリー
iob,ニオブ
knickerbocker,ニッカーボッカー
knitter,ニッター
ipponia,ニッポニア
nifedipine,ニフェジピン
ingle,ニングル
nucleosome,ヌクレオソーム
neuf,ヌフ
neoteny,ネオテニー
eoprene,ネオプレン
necrosis,ネクローシス
negotiator,ネゴシエーター
nephelometry,ネフェロメトリー
nematic,ネマティック
emophila,ネモフィラ
neben,ネーベン
noisy,ノイジー
knotting,ノッティング
nobile,ノビレ
novella,ノベッラ
nomad,ノマド
nocontrol,ノーコン
noblesse,ノーブレス
highcompression,ハイコンプ
hybridoma,ハイブリドーマ
highlander,ハイランダー
hadron,ハドロン
hapten,ハプテン
haplotype,ハプロタイプ
khorosho,ハラショー
aram,ハラーム
halibut,ハリバット
halfback,ハーフバック
haben,ハーベン
biathlon,バイアスロン
biomechanics,バイオメカニクス
biology,バイオロジー
biotechnology,バイテク
bagong,バゴン
battered,バタード
backed,バックト
backward,バックワード
baffy,バフィー
babushka,バブーシュカ
ariscan,バリスカン
barbary,バルバリー
barbaroi,バルバロイ
baroness,バロネス
banshee,バンシー
vamp,バンプ
virginal,バージナル
vertigo,バーティゴ
bagna,バーニャ
bharata,バーラタ
pascal,パスカル
pazza,パッツァ
paten,パテナ
aniolo,パニオロ
panopticon,パノプティコン
papaverine,パパベリン
papilloma,パピローマ
publicist,パブリシスト
amela,パミラ
palaistra,パライストラ
paradigmatic,パラディグマティック
palmette,パルメット
anzerbuchsen,パンツァービュクセ
panha,パンヤ
peroxide,パーオキサイド
parchment,パーチメント
perforation,パーフォレーション
purplish,パープリッシュ
hysteresis,ヒステリシス
hidden,ヒドゥン
hydrazine,ヒドラジン
hydroxytryptophan,ヒドロキシトリプトファン
hydroquinone,ヒドロキノン
hypnotherapy,ヒプノセラピー
khilafat,ヒラーファト
vichyssoise,ビシソワ
isualift,ビジュアリフト
bistecca,ビステッカ
vibraphone,ビブラフォン
ideonideout,ビボ
bugle,ビューグル
virago,ビラーゴ
billionaire,ビリオネア
bilge,ビルジ
piastre,ピアストル
piena,ピエナ
picket,ピケット
ithiviers,ピティビエ
pyrroline,ピロリン
finalist,ファイナリスト
faculty,ファカルティー
fuzz,ファズ
fathom,ファゾム
fabliau,ファブリオ
favorita,ファボリータ
favor,ファボール
famotidine,ファモチジン
fandango,ファンダンゴ
pharma,ファーマ
harmacovigilance,ファーマコビジランス
